Overriding config with config/exp3_heads.py:
# Experiment 3 - Attention head sweep
# Vary: n_head ∈ {4, 8, 16, 32}
# Fixed: n_layer = 6, n_embd = 256, dropout = 0.0

out_dir = 'out-exp3-heads'
eval_interval = 250
eval_iters = 200
log_interval = 10

always_save_checkpoint = False

wandb_log = False
wandb_project = 'tinystories'
wandb_run_name = 'exp3-heads'

dataset = 'tinystories'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256

# baby GPT model
n_layer = 6
n_head = 8  # overridden via command line
n_embd = 256
dropout = 0.0

learning_rate = 1e-3
max_iters = 5000
lr_decay_iters = 5000
min_lr = 1e-4
beta2 = 0.99

warmup_iters = 100

device = 'mps'
compile = False

Overriding: out_dir = out-exp3-head8
Overriding: n_head = 8
Overriding: wandb_run_name = exp3-head8
tokens per iteration will be: 16,384
found vocab_size = 228 (inside data/tinystories/meta.pkl)
Initializing a new model from scratch
number of parameters: 4.78M
/Users/fredrik/Developer/uit/nanoGPT/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
/Users/fredrik/Developer/uit/nanoGPT/.venv/lib/python3.12/site-packages/torch/cuda/amp/grad_scaler.py:31: UserWarning: torch.cuda.amp.GradScaler is enabled, but CUDA is not available.  Disabling.
  super().__init__(
num decayed parameter tensors: 26, with 4,842,496 parameters
num non-decayed parameter tensors: 13, with 3,328 parameters
iter 610: loss 1.0529, time 243.58ms, mfu 0.69%
iter 620: loss 0.9885, time 249.69ms, mfu 0.69%
iter 630: loss 1.0619, time 244.89ms, mfu 0.70%
iter 640: loss 1.0135, time 249.87ms, mfu 0.70%
iter 650: loss 1.0243, time 242.35ms, mfu 0.70%
iter 660: loss 0.9979, time 248.77ms, mfu 0.70%
iter 670: loss 0.9962, time 247.67ms, mfu 0.70%
iter 680: loss 0.9732, time 244.69ms, mfu 0.70%
iter 690: loss 1.0242, time 243.87ms, mfu 0.70%
iter 700: loss 0.9741, time 244.85ms, mfu 0.71%
iter 710: loss 0.9524, time 244.22ms, mfu 0.71%
iter 720: loss 0.9801, time 244.73ms, mfu 0.71%
iter 730: loss 0.9193, time 248.66ms, mfu 0.71%
iter 740: loss 0.9680, time 252.28ms, mfu 0.71%
step 750: train loss 0.9498, val loss 0.9487
saving checkpoint to out-exp3-head8
iter 750: loss 0.9686, time 35003.03ms, mfu 0.64%
iter 760: loss 0.9517, time 247.20ms, mfu 0.64%
iter 770: loss 0.9264, time 249.07ms, mfu 0.65%
iter 780: loss 0.9404, time 245.29ms, mfu 0.66%
iter 790: loss 0.9158, time 247.47ms, mfu 0.66%
iter 800: loss 0.9316, time 244.13ms, mfu 0.67%
iter 810: loss 0.9352, time 282.24ms, mfu 0.66%
iter 820: loss 0.8940, time 251.57ms, mfu 0.67%
iter 830: loss 0.9714, time 258.72ms, mfu 0.67%
iter 840: loss 0.9476, time 267.67ms, mfu 0.67%
iter 850: loss 0.9168, time 270.42ms, mfu 0.66%
iter 860: loss 0.9201, time 266.00ms, mfu 0.66%
iter 870: loss 0.9206, time 270.07ms, mfu 0.66%
iter 880: loss 0.8502, time 266.32ms, mfu 0.66%
iter 890: loss 0.8753, time 275.64ms, mfu 0.66%
iter 900: loss 0.9020, time 277.98ms, mfu 0.66%
iter 910: loss 0.8673, time 392.09ms, mfu 0.64%
iter 920: loss 0.9069, time 343.85ms, mfu 0.62%
iter 930: loss 0.9004, time 345.44ms, mfu 0.61%
iter 940: loss 0.8638, time 316.83ms, mfu 0.61%
iter 950: loss 0.8492, time 263.11ms, mfu 0.61%
iter 960: loss 0.8916, time 274.72ms, mfu 0.61%
iter 970: loss 0.8121, time 271.60ms, mfu 0.62%
iter 980: loss 0.8518, time 270.28ms, mfu 0.62%
iter 990: loss 0.8851, time 268.00ms, mfu 0.62%
step 1000: train loss 0.8508, val loss 0.8494
saving checkpoint to out-exp3-head8
iter 1000: loss 0.8146, time 38988.69ms, mfu 0.56%
iter 1010: loss 0.8198, time 276.78ms, mfu 0.57%
iter 1020: loss 0.8961, time 259.84ms, mfu 0.58%
iter 1030: loss 0.7923, time 262.45ms, mfu 0.59%
iter 1040: loss 0.8406, time 263.58ms, mfu 0.60%
iter 1050: loss 0.8197, time 261.81ms, mfu 0.60%
iter 1060: loss 0.8075, time 264.03ms, mfu 0.61%
iter 1070: loss 0.8442, time 260.87ms, mfu 0.62%
iter 1080: loss 0.8450, time 267.29ms, mfu 0.62%
iter 1090: loss 0.8675, time 262.74ms, mfu 0.62%
iter 1100: loss 0.8322, time 265.81ms, mfu 0.63%
iter 1110: loss 0.7871, time 266.27ms, mfu 0.63%
iter 1120: loss 0.8432, time 262.36ms, mfu 0.64%
iter 1130: loss 0.8470, time 272.35ms, mfu 0.64%
iter 1140: loss 0.8214, time 268.42ms, mfu 0.64%
iter 1150: loss 0.8046, time 258.60ms, mfu 0.64%
iter 1160: loss 0.8180, time 270.19ms, mfu 0.64%
iter 1170: loss 0.8067, time 267.01ms, mfu 0.64%
iter 1180: loss 0.7997, time 258.86ms, mfu 0.65%
iter 1190: loss 0.8060, time 268.66ms, mfu 0.65%
iter 1200: loss 0.8235, time 265.67ms, mfu 0.65%
iter 1210: loss 0.8052, time 264.15ms, mfu 0.65%
iter 1220: loss 0.7759, time 263.11ms, mfu 0.65%
iter 1230: loss 0.8043, time 265.12ms, mfu 0.65%
iter 1240: loss 0.8087, time 271.68ms, mfu 0.65%
step 1250: train loss 0.7976, val loss 0.7955
saving checkpoint to out-exp3-head8
iter 1250: loss 0.8272, time 37401.33ms, mfu 0.59%
iter 1260: loss 0.7835, time 263.29ms, mfu 0.60%
iter 1270: loss 0.7850, time 289.60ms, mfu 0.60%
iter 1280: loss 0.8033, time 285.84ms, mfu 0.60%
iter 1290: loss 0.7819, time 292.51ms, mfu 0.60%
iter 1300: loss 0.7979, time 288.05ms, mfu 0.60%
iter 1310: loss 0.7654, time 288.69ms, mfu 0.60%
iter 1320: loss 0.7847, time 284.25ms, mfu 0.60%
iter 1330: loss 0.8049, time 283.23ms, mfu 0.60%
iter 1340: loss 0.7946, time 283.00ms, mfu 0.61%
iter 1350: loss 0.7708, time 289.64ms, mfu 0.61%
iter 1360: loss 0.8100, time 285.85ms, mfu 0.61%
iter 1370: loss 0.7500, time 296.83ms, mfu 0.60%
iter 1380: loss 0.7635, time 295.49ms, mfu 0.60%
iter 1390: loss 0.7896, time 278.98ms, mfu 0.61%
iter 1400: loss 0.7539, time 282.58ms, mfu 0.61%
iter 1410: loss 0.7555, time 285.07ms, mfu 0.61%
iter 1420: loss 0.7144, time 283.88ms, mfu 0.61%
iter 1430: loss 0.7767, time 284.50ms, mfu 0.61%
iter 1440: loss 0.7780, time 287.33ms, mfu 0.61%
iter 1450: loss 0.7396, time 282.47ms, mfu 0.61%
iter 1460: loss 0.7325, time 284.56ms, mfu 0.61%
iter 1470: loss 0.7565, time 278.61ms, mfu 0.61%
iter 1480: loss 0.7638, time 306.59ms, mfu 0.61%
iter 1490: loss 0.7562, time 283.39ms, mfu 0.61%
step 1500: train loss 0.7595, val loss 0.7581
saving checkpoint to out-exp3-head8
iter 1500: loss 0.7757, time 39430.42ms, mfu 0.55%
iter 1510: loss 0.7456, time 279.70ms, mfu 0.56%
iter 1520: loss 0.7866, time 283.37ms, mfu 0.56%
iter 1530: loss 0.7611, time 284.22ms, mfu 0.57%
iter 1540: loss 0.7664, time 284.66ms, mfu 0.57%
iter 1550: loss 0.7893, time 274.94ms, mfu 0.58%
iter 1560: loss 0.7446, time 286.00ms, mfu 0.58%
iter 1570: loss 0.7630, time 277.86ms, mfu 0.59%
iter 1580: loss 0.7501, time 281.20ms, mfu 0.59%
iter 1590: loss 0.7482, time 283.89ms, mfu 0.59%
iter 1600: loss 0.7369, time 281.58ms, mfu 0.60%
iter 1610: loss 0.7437, time 280.70ms, mfu 0.60%
iter 1620: loss 0.7706, time 275.72ms, mfu 0.60%
iter 1630: loss 0.7435, time 276.88ms, mfu 0.61%
iter 1640: loss 0.7501, time 279.87ms, mfu 0.61%
iter 1650: loss 0.7160, time 277.38ms, mfu 0.61%
iter 1660: loss 0.7376, time 279.24ms, mfu 0.61%
iter 1670: loss 0.7381, time 281.14ms, mfu 0.61%
iter 1680: loss 0.7170, time 282.86ms, mfu 0.61%
iter 1690: loss 0.7793, time 279.37ms, mfu 0.62%
iter 1700: loss 0.7564, time 272.03ms, mfu 0.62%
iter 1710: loss 0.7173, time 276.00ms, mfu 0.62%
iter 1720: loss 0.7410, time 270.89ms, mfu 0.62%
iter 1730: loss 0.6926, time 281.05ms, mfu 0.62%
iter 1740: loss 0.7534, time 281.59ms, mfu 0.62%
step 1750: train loss 0.7388, val loss 0.7401
saving checkpoint to out-exp3-head8
iter 1750: loss 0.7320, time 38970.87ms, mfu 0.56%
iter 1760: loss 0.7133, time 283.33ms, mfu 0.57%
iter 1770: loss 0.7374, time 284.17ms, mfu 0.57%
iter 1780: loss 0.7446, time 274.25ms, mfu 0.58%
iter 1790: loss 0.7415, time 276.70ms, mfu 0.58%
iter 1800: loss 0.7121, time 275.78ms, mfu 0.59%
iter 1810: loss 0.7399, time 276.38ms, mfu 0.59%
iter 1820: loss 0.7366, time 271.84ms, mfu 0.60%
iter 1830: loss 0.7433, time 269.95ms, mfu 0.60%
iter 1840: loss 0.7249, time 277.95ms, mfu 0.61%
iter 1850: loss 0.7352, time 270.42ms, mfu 0.61%
iter 1860: loss 0.7345, time 268.01ms, mfu 0.62%
iter 1870: loss 0.7548, time 272.61ms, mfu 0.62%
iter 1880: loss 0.6959, time 271.66ms, mfu 0.62%
iter 1890: loss 0.7433, time 275.82ms, mfu 0.62%
iter 1900: loss 0.6757, time 272.28ms, mfu 0.62%
iter 1910: loss 0.7297, time 274.23ms, mfu 0.63%
iter 1920: loss 0.7273, time 280.78ms, mfu 0.63%
iter 1930: loss 0.7352, time 274.52ms, mfu 0.63%
iter 1940: loss 0.7024, time 271.86ms, mfu 0.63%
iter 1950: loss 0.7256, time 280.81ms, mfu 0.63%
iter 1960: loss 0.7259, time 277.81ms, mfu 0.63%
iter 1970: loss 0.7012, time 272.24ms, mfu 0.63%
iter 1980: loss 0.7296, time 283.20ms, mfu 0.63%
iter 1990: loss 0.7228, time 269.51ms, mfu 0.63%
step 2000: train loss 0.7144, val loss 0.7125
saving checkpoint to out-exp3-head8
iter 2000: loss 0.7002, time 38710.57ms, mfu 0.57%
iter 2010: loss 0.7119, time 276.10ms, mfu 0.58%
iter 2020: loss 0.6762, time 271.20ms, mfu 0.58%
iter 2030: loss 0.7320, time 277.49ms, mfu 0.59%
iter 2040: loss 0.7271, time 270.57ms, mfu 0.59%
iter 2050: loss 0.6592, time 277.36ms, mfu 0.60%
iter 2060: loss 0.7425, time 273.97ms, mfu 0.60%
iter 2070: loss 0.6744, time 273.30ms, mfu 0.61%
iter 2080: loss 0.7151, time 277.51ms, mfu 0.61%
iter 2090: loss 0.6699, time 273.15ms, mfu 0.61%
iter 2100: loss 0.6764, time 273.20ms, mfu 0.61%
iter 2110: loss 0.7108, time 268.41ms, mfu 0.62%
iter 2120: loss 0.7037, time 279.25ms, mfu 0.62%
iter 2130: loss 0.7284, time 271.30ms, mfu 0.62%
iter 2140: loss 0.7156, time 275.49ms, mfu 0.62%
iter 2150: loss 0.7158, time 272.25ms, mfu 0.63%
iter 2160: loss 0.7283, time 272.61ms, mfu 0.63%
iter 2170: loss 0.7073, time 277.34ms, mfu 0.63%
iter 2180: loss 0.6855, time 269.85ms, mfu 0.63%
iter 2190: loss 0.6939, time 271.23ms, mfu 0.63%
iter 2200: loss 0.6798, time 278.38ms, mfu 0.63%
iter 2210: loss 0.7111, time 273.86ms, mfu 0.63%
iter 2220: loss 0.6997, time 270.53ms, mfu 0.63%
iter 2230: loss 0.6782, time 281.06ms, mfu 0.63%
iter 2240: loss 0.6794, time 272.59ms, mfu 0.63%
step 2250: train loss 0.6935, val loss 0.6917
saving checkpoint to out-exp3-head8
iter 2250: loss 0.6615, time 38553.00ms, mfu 0.57%
iter 2260: loss 0.7248, time 275.01ms, mfu 0.58%
iter 2270: loss 0.6837, time 275.59ms, mfu 0.58%
iter 2280: loss 0.7208, time 274.51ms, mfu 0.59%
iter 2290: loss 0.6804, time 272.52ms, mfu 0.59%
iter 2300: loss 0.6958, time 273.02ms, mfu 0.60%
iter 2310: loss 0.7240, time 277.12ms, mfu 0.60%
iter 2320: loss 0.7102, time 270.01ms, mfu 0.61%
iter 2330: loss 0.6837, time 277.73ms, mfu 0.61%
iter 2340: loss 0.6874, time 273.11ms, mfu 0.61%
iter 2350: loss 0.7415, time 276.24ms, mfu 0.62%
iter 2360: loss 0.7131, time 275.84ms, mfu 0.62%
iter 2370: loss 0.7228, time 273.52ms, mfu 0.62%
iter 2380: loss 0.6723, time 270.75ms, mfu 0.62%
iter 2390: loss 0.6749, time 274.18ms, mfu 0.62%
iter 2400: loss 0.7009, time 272.37ms, mfu 0.63%
iter 2410: loss 0.7260, time 269.51ms, mfu 0.63%
iter 2420: loss 0.6622, time 275.60ms, mfu 0.63%
iter 2430: loss 0.7047, time 273.98ms, mfu 0.63%
iter 2440: loss 0.6654, time 270.47ms, mfu 0.63%
iter 2450: loss 0.6941, time 270.88ms, mfu 0.63%
iter 2460: loss 0.6793, time 276.54ms, mfu 0.63%
iter 2470: loss 0.6723, time 271.69ms, mfu 0.64%
iter 2480: loss 0.7015, time 276.40ms, mfu 0.64%
iter 2490: loss 0.6767, time 273.63ms, mfu 0.64%
step 2500: train loss 0.6802, val loss 0.6836
saving checkpoint to out-exp3-head8
iter 2500: loss 0.6642, time 38705.59ms, mfu 0.57%
iter 2510: loss 0.6734, time 274.70ms, mfu 0.58%
iter 2520: loss 0.6911, time 274.75ms, mfu 0.59%
iter 2530: loss 0.6934, time 267.77ms, mfu 0.59%
iter 2540: loss 0.6778, time 278.85ms, mfu 0.60%
iter 2550: loss 0.6786, time 280.75ms, mfu 0.60%
iter 2560: loss 0.6726, time 240.48ms, mfu 0.61%
iter 2570: loss 0.6703, time 243.55ms, mfu 0.62%
iter 2580: loss 0.6831, time 242.57ms, mfu 0.63%
iter 2590: loss 0.7204, time 244.88ms, mfu 0.64%
iter 2600: loss 0.6696, time 240.19ms, mfu 0.65%
iter 2610: loss 0.6581, time 247.98ms, mfu 0.66%
iter 2620: loss 0.6862, time 242.46ms, mfu 0.66%
iter 2630: loss 0.6484, time 245.07ms, mfu 0.67%
iter 2640: loss 0.7030, time 243.05ms, mfu 0.67%
iter 2650: loss 0.6774, time 241.29ms, mfu 0.68%
iter 2660: loss 0.6740, time 242.69ms, mfu 0.68%
iter 2670: loss 0.6885, time 240.52ms, mfu 0.69%
iter 2680: loss 0.6742, time 242.27ms, mfu 0.69%
iter 2690: loss 0.6472, time 244.79ms, mfu 0.69%
iter 2700: loss 0.7049, time 240.43ms, mfu 0.70%
iter 2710: loss 0.6631, time 244.37ms, mfu 0.70%
iter 2720: loss 0.6981, time 241.10ms, mfu 0.70%
iter 2730: loss 0.6954, time 242.28ms, mfu 0.70%
iter 2740: loss 0.6442, time 241.49ms, mfu 0.71%
step 2750: train loss 0.6673, val loss 0.6663
saving checkpoint to out-exp3-head8
iter 2750: loss 0.6670, time 34727.12ms, mfu 0.64%
iter 2760: loss 0.6803, time 242.11ms, mfu 0.65%
iter 2770: loss 0.6667, time 245.52ms, mfu 0.65%
iter 2780: loss 0.6631, time 240.00ms, mfu 0.66%
iter 2790: loss 0.6140, time 244.32ms, mfu 0.67%
iter 2800: loss 0.6813, time 244.60ms, mfu 0.67%
iter 2810: loss 0.6383, time 244.21ms, mfu 0.68%
iter 2820: loss 0.6572, time 245.25ms, mfu 0.68%
iter 2830: loss 0.6674, time 245.54ms, mfu 0.68%
iter 2840: loss 0.6596, time 246.08ms, mfu 0.69%
iter 2850: loss 0.6527, time 246.88ms, mfu 0.69%
iter 2860: loss 0.6268, time 246.57ms, mfu 0.69%
iter 2870: loss 0.6713, time 242.26ms, mfu 0.69%
iter 2880: loss 0.6269, time 240.15ms, mfu 0.70%
iter 2890: loss 0.6279, time 243.08ms, mfu 0.70%
iter 2900: loss 0.6479, time 246.04ms, mfu 0.70%
iter 2910: loss 0.6419, time 244.71ms, mfu 0.70%
iter 2920: loss 0.6593, time 250.19ms, mfu 0.70%
iter 2930: loss 0.6850, time 247.99ms, mfu 0.70%
iter 2940: loss 0.6432, time 246.10ms, mfu 0.70%
iter 2950: loss 0.6586, time 249.75ms, mfu 0.70%
iter 2960: loss 0.6526, time 247.55ms, mfu 0.70%
iter 2970: loss 0.6683, time 244.67ms, mfu 0.71%
iter 2980: loss 0.6265, time 244.19ms, mfu 0.71%
iter 2990: loss 0.6731, time 249.31ms, mfu 0.71%
step 3000: train loss 0.6519, val loss 0.6527
saving checkpoint to out-exp3-head8
iter 3000: loss 0.6289, time 35124.10ms, mfu 0.64%
iter 3010: loss 0.6847, time 246.58ms, mfu 0.64%
iter 3020: loss 0.6157, time 244.71ms, mfu 0.65%
iter 3030: loss 0.6323, time 246.75ms, mfu 0.66%
iter 3040: loss 0.6281, time 244.26ms, mfu 0.66%
iter 3050: loss 0.6486, time 249.15ms, mfu 0.67%
iter 3060: loss 0.6848, time 246.77ms, mfu 0.67%
iter 3070: loss 0.6858, time 248.26ms, mfu 0.68%
iter 3080: loss 0.6641, time 251.81ms, mfu 0.68%
iter 3090: loss 0.6235, time 248.75ms, mfu 0.68%
iter 3100: loss 0.6498, time 246.92ms, mfu 0.68%
iter 3110: loss 0.6375, time 246.62ms, mfu 0.69%
iter 3120: loss 0.6477, time 249.14ms, mfu 0.69%
iter 3130: loss 0.6668, time 247.82ms, mfu 0.69%
iter 3140: loss 0.6314, time 253.30ms, mfu 0.69%
iter 3150: loss 0.6545, time 249.02ms, mfu 0.69%
iter 3160: loss 0.6544, time 250.93ms, mfu 0.69%
iter 3170: loss 0.6388, time 250.65ms, mfu 0.69%
iter 3180: loss 0.6829, time 252.94ms, mfu 0.69%
iter 3190: loss 0.6265, time 246.55ms, mfu 0.69%
iter 3200: loss 0.6469, time 253.70ms, mfu 0.69%
iter 3210: loss 0.6591, time 247.53ms, mfu 0.70%
iter 3220: loss 0.6396, time 251.19ms, mfu 0.70%
iter 3230: loss 0.6293, time 253.84ms, mfu 0.70%
iter 3240: loss 0.6653, time 254.06ms, mfu 0.70%
step 3250: train loss 0.6420, val loss 0.6440
saving checkpoint to out-exp3-head8
iter 3250: loss 0.6723, time 35457.62ms, mfu 0.63%
iter 3260: loss 0.6444, time 249.86ms, mfu 0.63%
iter 3270: loss 0.6294, time 247.28ms, mfu 0.64%
iter 3280: loss 0.6115, time 250.08ms, mfu 0.65%
iter 3290: loss 0.6308, time 248.49ms, mfu 0.65%
iter 3300: loss 0.6443, time 248.05ms, mfu 0.66%
iter 3310: loss 0.6690, time 247.64ms, mfu 0.66%
iter 3320: loss 0.6646, time 254.79ms, mfu 0.67%
iter 3330: loss 0.6359, time 249.85ms, mfu 0.67%
iter 3340: loss 0.6512, time 248.08ms, mfu 0.67%
iter 3350: loss 0.6002, time 248.12ms, mfu 0.68%
iter 3360: loss 0.6378, time 250.56ms, mfu 0.68%
iter 3370: loss 0.6635, time 247.29ms, mfu 0.68%
iter 3380: loss 0.6295, time 253.77ms, mfu 0.68%
iter 3390: loss 0.6271, time 247.42ms, mfu 0.69%
iter 3400: loss 0.6582, time 253.55ms, mfu 0.69%
iter 3410: loss 0.6376, time 247.90ms, mfu 0.69%
iter 3420: loss 0.6442, time 256.52ms, mfu 0.69%
iter 3430: loss 0.6222, time 244.67ms, mfu 0.69%
iter 3440: loss 0.6363, time 256.08ms, mfu 0.69%
iter 3450: loss 0.6161, time 244.97ms, mfu 0.69%
iter 3460: loss 0.6231, time 254.26ms, mfu 0.69%
iter 3470: loss 0.6229, time 245.60ms, mfu 0.69%
iter 3480: loss 0.6411, time 251.28ms, mfu 0.69%
iter 3490: loss 0.6210, time 249.48ms, mfu 0.70%
step 3500: train loss 0.6325, val loss 0.6369
saving checkpoint to out-exp3-head8
iter 3500: loss 0.6186, time 35388.68ms, mfu 0.63%
iter 3510: loss 0.6619, time 245.95ms, mfu 0.64%
iter 3520: loss 0.6300, time 249.83ms, mfu 0.64%
iter 3530: loss 0.6677, time 243.91ms, mfu 0.65%
iter 3540: loss 0.6120, time 252.80ms, mfu 0.65%
iter 3550: loss 0.6249, time 248.02ms, mfu 0.66%
iter 3560: loss 0.6214, time 249.73ms, mfu 0.66%
iter 3570: loss 0.6537, time 245.46ms, mfu 0.67%
iter 3580: loss 0.6480, time 248.57ms, mfu 0.67%
iter 3590: loss 0.5988, time 248.71ms, mfu 0.68%
iter 3600: loss 0.6241, time 247.52ms, mfu 0.68%
iter 3610: loss 0.6213, time 244.52ms, mfu 0.68%
iter 3620: loss 0.6193, time 246.66ms, mfu 0.69%
iter 3630: loss 0.6287, time 254.69ms, mfu 0.69%
iter 3640: loss 0.6464, time 250.46ms, mfu 0.69%
iter 3650: loss 0.6074, time 244.76ms, mfu 0.69%
iter 3660: loss 0.6329, time 251.59ms, mfu 0.69%
iter 3670: loss 0.6396, time 248.72ms, mfu 0.69%
iter 3680: loss 0.6263, time 245.22ms, mfu 0.69%
iter 3690: loss 0.6243, time 247.23ms, mfu 0.70%
iter 3700: loss 0.6405, time 245.15ms, mfu 0.70%
iter 3710: loss 0.6406, time 249.69ms, mfu 0.70%
iter 3720: loss 0.6451, time 246.22ms, mfu 0.70%
iter 3730: loss 0.6223, time 252.06ms, mfu 0.70%
iter 3740: loss 0.6132, time 246.51ms, mfu 0.70%
step 3750: train loss 0.6233, val loss 0.6232
saving checkpoint to out-exp3-head8
iter 3750: loss 0.6102, time 35156.50ms, mfu 0.63%
iter 3760: loss 0.6055, time 243.57ms, mfu 0.64%
iter 3770: loss 0.6409, time 246.49ms, mfu 0.65%
iter 3780: loss 0.6348, time 250.46ms, mfu 0.65%
iter 3790: loss 0.6231, time 244.82ms, mfu 0.66%
iter 3800: loss 0.6210, time 249.99ms, mfu 0.66%
iter 3810: loss 0.6412, time 246.43ms, mfu 0.67%
iter 3820: loss 0.6517, time 248.26ms, mfu 0.67%
iter 3830: loss 0.6418, time 251.30ms, mfu 0.67%
